Category of Data,Table,Column,ct_name,code_iaids,meaning,Data Type eADMS,Length eADMS,short_desc,Question_Def,Code meaning,typeofchange,Change_notes
eADMS Data,Findings,findings_code,,02022510XX,Personnel issues - Psychological - Mental/emotional state - Stress,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,02022515XX,Personnel issues - Psychological - Mental/emotional state - Anxiety/panic,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,02022520XX,Personnel issues - Psychological - Mental/emotional state - Confusion,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,02022525XX,Personnel issues - Psychological - Mental/emotional state - Boredom,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,02022530XX,Personnel issues - Psychological - Mental/emotional state - Apprehension,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03014070XX,Environmental issues - Operating environment - Air traffic/operating proc - Traffic congestion,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03015000XX,Environmental issues - Operating environment - Radar services/coverage - (general),char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,seq_of_events,Modifier_Code,,1272,Electromagnetic interference,int,0,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
Pre eADMS coding,seq_of_events,Modifier_Code,,1273,Fretted,int,0,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
Pre eADMS coding,seq_of_events,Modifier_Code,,1274,Galled,int,0,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
Pre eADMS coding,seq_of_events,Modifier_Code,,1275,Improperly serviced,int,0,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
Pre eADMS coding,seq_of_events,Modifier_Code,,1276,Improper/poor weld,int,0,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
eADMS Data,Findings,findings_code,,03015010XX,Environmental issues - Operating environment - Radar services/coverage - Surface/taxi,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03015015XX,Environmental issues - Operating environment - Radar services/coverage - Approach/departure,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03015020XX,Environmental issues - Operating environment - Radar services/coverage - En route,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03015025XX,Environmental issues - Operating environment - Radar services/coverage - Weather radar,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03016000XX,Environmental issues - Operating environment - Communication system - (general),char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,,03016010XX,Environmental issues - Operating environment - Communication system - VHF/HF radio,char,0,,,(under development),,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,seq_of_events,Subj_Code,,12903,"Air conditioning/heating/pressurization, control/indicator",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12904,"Air conditioning/heating/pressurization, freon system",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12905,"Air conditioning/heating/pressurization, air emergency valves",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12906,"Air conditioning/heating/pressurization, cabin temperature control",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12907,"Air conditioning/heating/pressurization, cabin temperature indicator system",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12908,"Air conditioning/heating/pressurization, outflow valve",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12909,"Air conditioning/heating/pressurization, safety valve",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,12910,Cabin heater,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,13000,Miscellaneous rotorcraft,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,13001,"Miscellaneous rotorcraft, automatic stabilization system",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,13002,"Miscellaneous rotorcraft, transmission oil pressure indicator",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,13003,"Miscellaneous rotorcraft, transmission warning test indicator",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,13004,"Miscellaneous rotorcraft, transmission temperature indicator",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,13005,"Miscellaneous rotorcraft, dual tachometer",int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24300,Dispatch,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24301,Dispatch procedures,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24302,Flight with inadequate enroute/destination facilities,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24400,Meteorological service,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24401,Weather forecast,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24402,Weather observation,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24403,Hazardous weather advisory,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24404,Updating of recorded weather information,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24405,Preflight briefing service,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24406,In-flight briefing service,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24407,In-flight weather advisories,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24408,Weather service,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24500,Aircraft handling,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24501,Aerobatics,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24502,Abort,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24503,Abort above V1,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24504,Aborted landing,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24505,Aborted takeoff,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
Pre eADMS coding,seq_of_events,Subj_Code,,24506,Airspeed,int,0,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,568,Approach - circling (IFR),int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,569,Missed approach (IFR),int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,570,Landing,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,571,Landing - flare/touchdown,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,572,Landing - roll,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,573,Landing - aborted,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,574,Emergency landing,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,575,Emergency landing after takeoff,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,576,Emergency descent/landing,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,580,Maneuvering,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,581,Maneuvering - aerial application,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,582,Maneuvering - turn to reverse direction,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,583,Maneuvering - turn to landing area (emergency),int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,590,Hover,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,591,Hover - in ground effect,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,phase_flt_spec,ct_phase_flt_spec,592,Hover - out of ground effect,int,0,Specific Phase of Flight,"Rather than getting phase of flight from this location, refer to the phase_of_flight variable in the occurrences table. All occurrences include information about the phase of flight in which the occurrence took place. Phase of flight refers to the point in the aircraft operation profile in which the event occurred.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,ATXC,Air Taxi Commuter,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,ATXO,Air Taxi Oper./Large Aircraft,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,ATXS,Air Taxi Sched./Not Commuter,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,BANT,Banner Tow,char,4,,"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, indicate the primary purpose of flight.",The accident aircraft was engaged in banner towing operations,ChoiceAdd,New - This variable will be added with the implementation of eADMS in 2006 to re-introduce greater detail in the reporting of accident aircraft operations.
eADMS Data,aircraft,type_fly,ct_type_fly,BUS,Business,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,CRGO,All Cargo Carriers,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,EXEC,Executive/Corporate,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,FERY,Ferry,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
eADMS Data,aircraft,type_fly,ct_type_fly,FLTS,Flight Test,char,4,Type of Flying (Per_Bus / Primary),"If the accident aircraft was operating under 14 CFR part 91,103,133, or 137, this was the primary purpose of flight.",,,
